"Variant SKU",handle,Command,"Body HTML","Image Command","Inventory Available:Sapphire Dreams Head Office","Tags Command",Tags,Title,Type,"Variant Cost","Variant Image","Variant Price","Variant Command",Vendor,"Image Src",Status,"Variant Inventory Policy",Metafield:custom.metal_colour,Metafield:custom.metal_info,Metafield:custom.stone_info,Metafield:custom.stone_shape,Metafield:title_tag,Metafield:custom.certification,Metafield:custom.specifications,Metafield:custom.stone_colour,Metafield:custom.stone_specifications,"Variant Inventory Tracker","Variant Fulfillment Service"
SDB-RDDRYG002,jolene-green-9ct-yellow-gold-bracelet-sdb-rddryg002,MERGE,"Simple and sweet, our Jolene Bracelet is a rope-twist cross design featuring a single stunning Australian Sapphire within soft, rounded petals. Our bracelet is made to fit all wrists with three different anchor points. Jolene is crafted in 9ct Rose, White or Yellow Gold.",REPLACE,8,REPLACE,"Green, Round, Bracelets, Yellow Gold, 9ct Yellow Gold, Autumn 22, cross, floral, 9ct, SUMMERCLEARANCE22, set, Less than 1.00ct","Jolene Bracelet",Bracelets,152.24,https://samsgroup.info/pim-images/SDB-RDDRYG002.jpg,650.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDB-RDDRYG002.jpg;https://samsgroup.info/pim-images/SDB-RDDRYG002_2.jpg;https://samsgroup.info/pim-images/SDB-RDDRYG002_4.jpg;https://samsgroup.info/pim-images/SDB-RDDRYG002_5.jpg;https://samsgroup.info/pim-images/SDB-RDDRYG002_6.jpg;https://samsgroup.info/pim-images/sdb-9-box-card.jpg,active,deny,"Yellow Gold","9ct Yellow Gold","0.18ct Green Sapphire, Round",Round,"Jolene Green Round Shape 9ct Yellow Gold Bracelet",NO,"9ct Yellow Gold = 1.89gm<br>3.00mm Green Sapphire Round Brilliant Cut 1 = 0.18ct avg.<br>incl. 9ct Yellow Gold Chain 0.81gm 20cm<br>",Green,,shopify,manual
SDB-RDTERM002,orana-multicolour-9ct-rose-gold-bracelet-sdb-rdterm002,MERGE,"The Orana bracelet showcases an exquisite array of Australian sapphires, hand selected and one-of-a-kind, beautifully set in 9ct gold. This piece incorporates the classic tennis bracelet design with unique, beautiful sapphires to create a truly desirable accessory.
",REPLACE,1,REPLACE,"Multicolour, Round, Bracelets, Rose Gold, 9ct Rose Gold, Bracelets, multi colour, bracelet, matching set, tennis, Greater than 4.00ct","Orana Bracelet",Bracelets,870.90,https://samsgroup.info/pim-images/SDB-RDTERM002.jpg,4150.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDB-RDTERM002.jpg;https://samsgroup.info/pim-images/SDB-RDTERM002_4.jpg;https://samsgroup.info/pim-images/SDB-RDTERM002_5.jpg;https://samsgroup.info/pim-images/sdb-9-box-card.jpg,active,deny,"Rose Gold","9ct Rose Gold","5.16ct Multicolour Sapphire, Round",Round,"Orana Multicolour Round Shape 9ct Rose Gold Bracelet",NO,"9ct Rose Gold = 6.22gm<br>2.50mm Multi Colour Cluster Sapphire Round Brilliant Cut 65 = 5.16ct<br>",Multicolour,,shopify,manual
SDD-BGNPWB001,avery-blue-9ct-white-gold-ring-sdd-bgnpwb001,MERGE,"The Avery ring has been designed as a unisex piece, suitable for any jewellery taste. Showcasing a stunning Australia sapphire, set as the centre piece of this signet ring, this piece is wearable and stylish. Avery has been crafted in 9ct White, Rose or Yellow Gold.
",REPLACE,1,REPLACE,"Blue, Baguette, Rings, White Gold, 9ct White Gold, Signet, signet, Less than 1.00ct","Avery Baguette Sapphire Ring",Rings,268.44,https://samsgroup.info/pim-images/SDD-BGNPWB001.jpg,1350.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDD-BGNPWB001.jpg;https://samsgroup.info/pim-images/SDD-BGNPWB001_4.jpg;https://samsgroup.info/pim-images/SDD-BGNPWB001_5.jpg;https://samsgroup.info/pim-images/sdr-9-box-card.jpg,active,deny,"White Gold","9ct White Gold","0.49ct Blue Sapphire, Baguette",Baguette,"Avery Blue Baguette Shape 9ct White Gold Ring",NO,"9ct White Gold = 3.87gm<br>Blue Sapphire Baguette Cut 1 = 0.49ct<br>",Blue,,shopify,manual
SDD-BGNPWG001,avery-green-9ct-white-gold-ring-sdd-bgnpwg001,MERGE,"The Avery ring has been designed as a unisex piece, suitable for any jewellery taste. Showcasing a stunning Australia sapphire, set as the centre piece of this signet ring, this piece is wearable and stylish. Avery has been crafted in 9ct White, Rose or Yellow Gold.
",REPLACE,1,REPLACE,"Green, Baguette, Rings, White Gold, 9ct White Gold, Signet, signet, unisex, Less than 1.00ct","Avery Baguette Sapphire Ring",Rings,408.60,https://samsgroup.info/pim-images/SDD-BGNPWG001.jpg,1850.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDD-BGNPWG001.jpg;https://samsgroup.info/pim-images/SDD-BGNPWG001_4.jpg;https://samsgroup.info/pim-images/SDD-BGNPWG001_5.jpg;https://samsgroup.info/pim-images/sdr-9-box-card.jpg,active,deny,"White Gold","9ct White Gold","0.50ct Green Sapphire, Baguette",Baguette,"Avery Green Baguette Shape 9ct White Gold Ring",NO,"9ct White Gold = 4.25gm<br>Green Sapphire Baguette Cut 1 = 0.50ct<br>",Green,,shopify,manual
SDD-BGNPWP002,avery-parti-9ct-white-gold-ring-sdd-bgnpwp002,MERGE,"The Avery ring has been designed as a unisex piece, suitable for any jewellery taste. Showcasing a stunning Australia sapphire, set as the centre piece of this signet ring, this piece is wearable and stylish. Avery has been crafted in 9ct White, Rose or Yellow Gold.
",REPLACE,1,REPLACE,"Parti, Baguette, Rings, White Gold, 9ct White Gold, Signet, signet, unisex, Less than 1.00ct","Avery Baguette Sapphire Ring",Rings,425.51,https://samsgroup.info/pim-images/SDD-BGNPWP002.jpg,1895.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDD-BGNPWP002.jpg;https://samsgroup.info/pim-images/SDD-BGNPWP002_4.jpg;https://samsgroup.info/pim-images/SDD-BGNPWP002_5.jpg;https://samsgroup.info/pim-images/sdr-9-box-card.jpg,active,deny,"White Gold","9ct White Gold","0.50ct Parti Sapphire, Baguette",Baguette,"Avery Parti Baguette Shape 9ct White Gold Ring",NO,"9ct White Gold = 4.51gm<br>Parti Sapphire Baguette Cut 1 = 0.50ct<br>",Parti,,shopify,manual
SDD-BGNPWT001,avery-teal-9ct-white-gold-ring-sdd-bgnpwt001,MERGE,"The Avery ring has been designed as a unisex piece, suitable for any jewellery taste. Showcasing a stunning Australia sapphire, set as the centre piece of this signet ring, this piece is wearable and stylish. Avery has been crafted in 9ct White, Rose or Yellow Gold.
",REPLACE,1,REPLACE,"Teal, Baguette, Rings, White Gold, 9ct White Gold, Signet, signet, unisex, mens, Less than 1.00ct","Avery Ring",Rings,425.46,https://samsgroup.info/pim-images/SDD-BGNPWT001.jpg,1895.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDD-BGNPWT001.jpg;https://samsgroup.info/pim-images/SDD-BGNPWT001_4.jpg;https://samsgroup.info/pim-images/SDD-BGNPWT001_5.jpg;https://samsgroup.info/pim-images/sdr-9-box-card-cert.jpg,active,deny,"White Gold","9ct White Gold","0.75ct Teal Sapphire, Baguette",Baguette,"Avery Teal Baguette Shape 9ct White Gold Ring",YES,"9ct White Gold = 6.25gm<br>Teal Sapphire Baguette Cut 1 = 0.75ct<br>Sapphire Dreams Certificate No. 02583<br>",Teal,"ID No.: SDD-BGNPWT001<br>Colour: TEAL<br>Shape: BAGUETTE<br>Weight: 0.75ct<br>Size: 7.00x3.50mm<br>Origin: AUSTRALIA",shopify,manual
SDD-BGNPWT003,avery-teal-9ct-white-gold-ring-sdd-bgnpwt003,MERGE,"The Avery ring has been designed as a unisex piece, suitable for any jewellery taste. Showcasing a stunning Australia sapphire, set as the centre piece of this signet ring, this piece is wearable and stylish. Avery has been crafted in 9ct White, Rose or Yellow Gold.
",REPLACE,1,REPLACE,"Teal, Baguette, Rings, White Gold, 9ct White Gold, Signet, signet, unisex, Less than 1.00ct","Avery Baguette Sapphire Ring",Rings,407.70,https://samsgroup.info/pim-images/SDD-BGNPWT003.jpg,1850.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDD-BGNPWT003.jpg;https://samsgroup.info/pim-images/SDD-BGNPWT003_4.jpg;https://samsgroup.info/pim-images/SDD-BGNPWT003_5.jpg;https://samsgroup.info/pim-images/sdr-9-box-card.jpg,active,deny,"White Gold","9ct White Gold","0.49ct Teal Sapphire, Baguette",Baguette,"Avery Teal Baguette Shape 9ct White Gold Ring",NO,"9ct White Gold = 4.25gm<br>Teal Sapphire Baguette Cut 1 = 0.49ct<br>",Teal,,shopify,manual
SDD-BGNPWY001,avery-yellow-9ct-white-gold-ring-sdd-bgnpwy001,MERGE,"The Avery ring has been designed as a unisex piece, suitable for any jewellery taste. Showcasing a stunning Australia sapphire, set as the centre piece of this signet ring, this piece is wearable and stylish. Avery has been crafted in 9ct White, Rose or Yellow Gold.
",REPLACE,1,REPLACE,"Yellow, Baguette, Rings, White Gold, 9ct White Gold, Signet, signet, unisex, Less than 1.00ct","Avery Baguette Sapphire Ring",Rings,662.60,https://samsgroup.info/pim-images/SDD-BGNPWY001.jpg,2895.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDD-BGNPWY001.jpg;https://samsgroup.info/pim-images/SDD-BGNPWY001_4.jpg;https://samsgroup.info/pim-images/SDD-BGNPWY001_5.jpg;https://samsgroup.info/pim-images/sdr-9-box-card-cert.jpg,active,deny,"White Gold","9ct White Gold","0.73ct Yellow Sapphire, Baguette",Baguette,"Avery Yellow Baguette Shape 9ct White Gold Ring",YES,"9ct White Gold = 7.30gm<br>Yellow Sapphire Baguette Cut 1 = 0.73ct<br>Sapphire Dreams Certificate No. 02574<br>",Yellow,"ID No.: SDD-BGNPWY001<br>Colour: YELLOW<br>Shape: BAGUETTE<br>Weight: 0.73ct<br>Size: 7.00x3.50mm<br>Origin: AUSTRALIA",shopify,manual
SDD-BGNPYG001,avery-green-9ct-yellow-gold-ring-sdd-bgnpyg001,MERGE,"The Avery ring has been designed as a unisex piece, suitable for any jewellery taste. Showcasing a stunning Australia sapphire, set as the centre piece of this signet ring, this piece is wearable and stylish. Avery has been crafted in 9ct White, Rose or Yellow Gold.
",REPLACE,1,REPLACE,"Green, Baguette, Rings, Yellow Gold, 9ct Yellow Gold, Signet, signet, unisex, Less than 1.00ct","Avery Baguette Sapphire Ring",Rings,402.30,https://samsgroup.info/pim-images/SDD-BGNPYG001.jpg,1795.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDD-BGNPYG001.jpg;https://samsgroup.info/pim-images/SDD-BGNPYG001_4.jpg;https://samsgroup.info/pim-images/SDD-BGNPYG001_5.jpg;https://samsgroup.info/pim-images/sdr-9-box-card.jpg,active,deny,"Yellow Gold","9ct Yellow Gold","0.43ct Green Sapphire, Baguette",Baguette,"Avery Green Baguette Shape 9ct Yellow Gold Ring",NO,"9ct Yellow Gold = 4.30gm<br>Green Sapphire Baguette Cut 1 = 0.43ct<br>",Green,,shopify,manual
SDD-BGNPYP002,avery-parti-9ct-yellow-gold-ring-sdd-bgnpyp002,MERGE,"The Avery ring has been designed as a unisex piece, suitable for any jewellery taste. Showcasing a stunning Australia sapphire, set as the centre piece of this signet ring, this piece is wearable and stylish. Avery has been crafted in 9ct White, Rose or Yellow Gold.
",REPLACE,1,REPLACE,"Parti, Baguette, Rings, Yellow Gold, 9ct Yellow Gold, Signet, signet, unisex, Less than 1.00ct","Avery Baguette Sapphire Ring",Rings,388.09,https://samsgroup.info/pim-images/SDD-BGNPYP002.jpg,1750.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDD-BGNPYP002.jpg;https://samsgroup.info/pim-images/SDD-BGNPYP002_4.jpg;https://samsgroup.info/pim-images/SDD-BGNPYP002_5.jpg;https://samsgroup.info/pim-images/sdr-9-box-card.jpg,active,deny,"Yellow Gold","9ct Yellow Gold","0.46ct Parti Sapphire, Baguette",Baguette,"Avery Parti Baguette Shape 9ct Yellow Gold Ring",NO,"9ct Yellow Gold = 4.05gm<br>Parti Sapphire Baguette Cut 1 = 0.46ct<br>",Parti,,shopify,manual
SDD-BGNPYT001,avery-blue-teal-9ct-yellow-gold-ring-sdd-bgnpyt001,MERGE,"The Avery ring has been designed as a unisex piece, suitable for any jewellery taste. Showcasing a stunning Australia sapphire, set as the centre piece of this signet ring, this piece is wearable and stylish. Avery has been crafted in 9ct White, Rose or Yellow Gold.
",REPLACE,1,REPLACE,"Blue Teal, Baguette, Rings, Yellow Gold, 9ct Yellow Gold, Signet, signet, mens, unisex, Less than 1.00ct","Avery Baguette Sapphire Ring",Rings,435.71,https://samsgroup.info/pim-images/SDD-BGNPYT001.jpg,1950.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDD-BGNPYT001.jpg;https://samsgroup.info/pim-images/SDD-BGNPYT001_4.jpg;https://samsgroup.info/pim-images/SDD-BGNPYT001_5.jpg;https://samsgroup.info/pim-images/sdr-9-box-card-cert.jpg,active,deny,"Yellow Gold","9ct Yellow Gold","0.77ct Blue Teal Sapphire, Baguette",Baguette,"Avery Blue Teal Baguette Shape 9ct Yellow Gold Ring",YES,"9ct Yellow Gold = 5.81gm<br>Blue Teal Sapphire Baguette Cut 1 = 0.77ct<br>Sapphire Dreams Certificate No. 02581<br>","Blue Teal","ID No.: SDD-BGNPYT001<br>Colour: BLUE TEAL<br>Shape: BAGUETTE<br>Weight: 0.77ct<br>Size: 7.00x3.50mm<br>Origin: AUSTRALIA",shopify,manual
SDD-EMMMRT001,marcella-teal-18ct-rose-gold-ring-sdd-emmmrt001,MERGE,"A contemporary design, Marcella features two diamond bands, surrounding a stunning, emerald cut Teal Australian Sapphire stone, set in 18ct Rose gold. This piece can be styled as an everyday pop of colour and sparkle, an engagement ring or modern wedding band.",REPLACE,1,REPLACE,"Teal, Emerald, Rings, Rose Gold, 18ct Rose Gold, Prestige, Emerald, Teal, Rose Gold Metal, halo, band, Less than 1.00ct","Marcella Ring",Rings,896.21,https://samsgroup.info/pim-images/SDD-EMMMRT001.jpg,4195.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDD-EMMMRT001.jpg;https://samsgroup.info/pim-images/SDD-EMMMRT001_4.jpg;https://samsgroup.info/pim-images/SDD-EMMMRT001_5.jpg;https://samsgroup.info/pim-images/sdr-18-box-card.jpg,active,deny,"Rose Gold","18ct Rose Gold","0.35ct Teal Sapphire, Emerald",Emerald,"Marcella Teal Emerald Shape 18ct Rose Gold Ring",NO,"18ct Rose Gold = 4.15gm<br>Teal Sapphire Emerald Cut 1 = 0.35ct<br>Round Brilliant Cut 42 = 0.26ct F/VS<br>",Teal,,shopify,manual
SDD-EMMMWB001,solene-blue-9ct-white-gold-ring-sdd-emmmwb001,MERGE,"Stylish and modern, the Solene ring features a wrap design with two striking Australian Sapphires. This piece is the perfect way to elevate your jewellery style!",REPLACE,1,REPLACE,"Blue, Emerald, Rings, White Gold, 9ct White Gold, Rings, wrap, two stone, christmas 2023, Less than 1.00ct","Solene Ring",Rings,429.28,https://samsgroup.info/pim-images/SDD-EMMMWB001.jpg,2095.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDD-EMMMWB001.jpg;https://samsgroup.info/pim-images/sdr-9-box-card.jpg,active,deny,"White Gold","9ct White Gold","0.73ct Blue Sapphire, Emerald",Emerald,"Solene Blue Emerald Shape 9ct White Gold Ring",NO,"9ct White Gold = 4.01gm<br>Blue Sapphire Emerald Cut 1 = 0.73ct<br>Blue Sapphire Round Brilliant Cut 1 = 0.17ct<br>",Blue,,shopify,manual
SDD-EMMMWG001,solene-teal-green-9ct-white-gold-ring-sdd-emmmwg001,MERGE,"Stylish and modern, the Solene ring features a wrap design with two striking Australian Sapphires. This piece is the perfect way to elevate your jewellery style!",REPLACE,1,REPLACE,"Teal Green, Emerald, Rings, White Gold, 9ct White Gold, Rings, wrap, two stone, christmas 2024, Less than 1.00ct","Solene Ring",Rings,426.23,https://samsgroup.info/pim-images/SDD-EMMMWG001.jpg,2095.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDD-EMMMWG001.jpg;https://samsgroup.info/pim-images/sdr-9-box-card.jpg,active,deny,"White Gold","9ct White Gold","0.74ct Teal Green Sapphire, Emerald",Emerald,"Solene Teal Green Emerald Shape 9ct White Gold Ring",NO,"9ct White Gold = 4.18gm<br>Teal Green Sapphire Emerald Cut 1 = 0.74ct<br>Teal Sapphire Round Brilliant Cut 1 = 0.17ct<br>","Teal Green",,shopify,manual
SDD-EMMMWP001,solene-blue-parti-9ct-white-gold-ring-sdd-emmmwp001,MERGE,"Stylish and modern, the Solene ring features a wrap design with two striking Australian Sapphires. This piece is the perfect way to elevate your jewellery style!",REPLACE,1,REPLACE,"Blue Parti, Emerald, Rings, White Gold, 9ct White Gold, Rings, wrap, two stone, christmas 2025, Less than 1.00ct","Solene Ring",Rings,437.68,https://samsgroup.info/pim-images/SDD-EMMMWP001.jpg,2095.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDD-EMMMWP001.jpg;https://samsgroup.info/pim-images/sdr-9-box-card.jpg,active,deny,"White Gold","9ct White Gold","0.80ct Blue Parti Sapphire, Emerald",Emerald,"Solene Blue Parti Emerald Shape 9ct White Gold Ring",NO,"9ct White Gold = 4.08gm<br>Blue Parti Sapphire Emerald Cut 1 = 0.8ct<br>Blue Sapphire Round Brilliant Cut 1 = 0.17ct<br>","Blue Parti",,shopify,manual
SDD-EMMMWP002,solene-teal-parti-9ct-white-gold-ring-sdd-emmmwp002,MERGE,"Stylish and modern, the Solene ring features a wrap design with two striking Australian Sapphires. This piece is the perfect way to elevate your jewellery style!",REPLACE,1,REPLACE,"Teal Parti, Emerald, Rings, White Gold, 9ct White Gold, Rings, wrap, two stone, christmas 2026, Less than 1.00ct","Solene Ring",Rings,426.23,https://samsgroup.info/pim-images/SDD-EMMMWP002.jpg,2095.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDD-EMMMWP002.jpg;https://samsgroup.info/pim-images/sdr-9-box-card.jpg,active,deny,"White Gold","9ct White Gold","0.74ct Teal Parti Sapphire, Emerald",Emerald,"Solene Teal Parti Emerald Shape 9ct White Gold Ring",NO,"9ct White Gold = 4.15gm<br>Teal Parti Sapphire Emerald Cut 1 = 0.74ct<br>Teal Sapphire Round Brilliant Cut 1 = 0.17ct<br>","Teal Parti",,shopify,manual
SDD-EMMMYB001,solene-blue-9ct-yellow-gold-ring-sdd-emmmyb001,MERGE,"Stylish and modern, the Solene ring features a wrap design with two striking Australian Sapphires. This piece is the perfect way to elevate your jewellery style!",REPLACE,1,REPLACE,"Blue, Emerald, Rings, Yellow Gold, 9ct Yellow Gold, Rings, wrap, two stone, christmas 2027, Less than 1.00ct","Solene Ring",Rings,427.43,https://samsgroup.info/pim-images/SDD-EMMMYB001.jpg,2095.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDD-EMMMYB001.jpg;https://samsgroup.info/pim-images/sdr-9-box-card.jpg,active,deny,"Yellow Gold","9ct Yellow Gold","0.75ct Blue Sapphire, Emerald",Emerald,"Solene Blue Emerald Shape 9ct Yellow Gold Ring",NO,"9ct Yellow Gold = 3.68gm<br>Blue Sapphire Emerald Cut 1 = 0.75ct<br>Golden Yellow Sapphire Round Brilliant Cut 1 = 0.17ct<br>",Blue,,shopify,manual
SDD-EMMMYG001,solene-green-9ct-yellow-gold-ring-sdd-emmmyg001,MERGE,"Stylish and modern, the Solene ring features a wrap design with two striking Australian Sapphires. This piece is the perfect way to elevate your jewellery style!",REPLACE,1,REPLACE,"Green, Emerald, Rings, Yellow Gold, 9ct Yellow Gold, Rings, wrap, two stone, christmas 2028, Less than 1.00ct","Solene Ring",Rings,427.43,https://samsgroup.info/pim-images/SDD-EMMMYG001.jpg,2095.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDD-EMMMYG001.jpg;https://samsgroup.info/pim-images/sdr-9-box-card.jpg,active,deny,"Yellow Gold","9ct Yellow Gold","0.75ct Green Sapphire, Emerald",Emerald,"Solene Green Emerald Shape 9ct Yellow Gold Ring",NO,"9ct Yellow Gold = 3.72gm<br>Green Sapphire Emerald Cut 1 = 0.75ct<br>Light Green Sapphire Round Brilliant Cut 1 = 0.17ct<br>",Green,,shopify,manual
SDD-EMMMYP001,marcella-parti-18ct-yellow-gold-ring-sdd-emmmyp001,MERGE,"A contemporary design, Marcella features two diamond bands, surrounding a stunning, emerald cut Parti Australian Sapphire stone, set in 18ct Yellow gold. This piece can be styled as an everyday pop of colour and sparkle, an engagement ring or modern wedding band.",REPLACE,1,REPLACE,"Parti, Emerald, Rings, Yellow Gold, 18ct Yellow Gold, Prestige, sapphire and diamond, halo, Less than 1.00ct","Marcella Emerald Sapphire Ring",Rings,896.21,https://samsgroup.info/pim-images/SDD-EMMMYP001.jpg,4195.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDD-EMMMYP001.jpg;https://samsgroup.info/pim-images/SDD-EMMMYP001_4.jpg;https://samsgroup.info/pim-images/SDD-EMMMYP001_5.jpg;https://samsgroup.info/pim-images/sdr-18-box-card.jpg,active,deny,"Yellow Gold","18ct Yellow Gold","0.35ct Parti Sapphire, Emerald",Emerald,"Marcella Parti Emerald Shape 18ct Yellow Gold Ring",NO,"18ct Yellow Gold = 4.37gm<br>Parti Sapphire Emerald Cut 1 = 0.35ct<br>Round Brilliant Cut 42 = 0.26ct F/VS<br>",Parti,,shopify,manual
SDD-EMMMYT001,solene-teal-9ct-yellow-gold-ring-sdd-emmmyt001,MERGE,"Stylish and modern, the Solene ring features a wrap design with two striking Australian Sapphires. This piece is the perfect way to elevate your jewellery style!",REPLACE,1,REPLACE,"Teal, Emerald, Rings, Yellow Gold, 9ct Yellow Gold, Rings, wrap, two stone, christmas 2029, Less than 1.00ct","Solene Ring",Rings,433.43,https://samsgroup.info/pim-images/SDD-EMMMYT001.jpg,2095.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDD-EMMMYT001.jpg;https://samsgroup.info/pim-images/sdr-9-box-card.jpg,active,deny,"Yellow Gold","9ct Yellow Gold","0.80ct Teal Sapphire, Emerald",Emerald,"Solene Teal Emerald Shape 9ct Yellow Gold Ring",NO,"9ct Yellow Gold = 3.72gm<br>Teal Sapphire Emerald Cut 1 = 0.8ct<br>Blue Parti Sapphire Round Brilliant Cut 1 = 0.17ct<br>",Teal,,shopify,manual
SDD-EMMMYT002,solene-teal-9ct-yellow-gold-ring-sdd-emmmyt002,MERGE,"Stylish and modern, the Solene ring features a wrap design with two striking Australian Sapphires. This piece is the perfect way to elevate your jewellery style!",REPLACE,1,REPLACE,"Teal, Emerald, Rings, Yellow Gold, 9ct Yellow Gold, Rings, wrap, two stone, christmas 2030, Less than 1.00ct","Solene Ring",Rings,431.03,https://samsgroup.info/pim-images/SDD-EMMMYT002.jpg,2095.00,MERGE,"Sapphire Dreams",https://samsgroup.info/pim-images/SDD-EMMMYT002.jpg;https://samsgroup.info/pim-images/sdr-9-box-card.jpg,active,deny,"Yellow Gold","9ct Yellow Gold","0.78ct Teal Sapphire, Emerald",Emerald,"Solene Teal Emerald Shape 9ct Yellow Gold Ring",NO,"9ct Yellow Gold = 3.85gm<br>Teal Sapphire Emerald Cut 1 = 0.78ct<br>Light Parti Sapphire Round Brilliant Cut 1 = 0.17ct<br>",Teal,,shopify,manual
