"Variant SKU",handle,Command,"Body HTML","Image Command","Inventory Available:Pink Kimberley Head Office","Tags Command",Tags,Title,Type,"Variant Cost","Variant Image",Metafield:custom.specifications,"Variant Price","Variant Command",Vendor,"Image Src",Status,Metafield:custom.centrecolour,"Variant Inventory Policy","Variant Inventory Tracker","Variant Fulfillment Service"
PKT-RDNVB0201,kimberley-naya-ring-pkt-rdnvb0201,MERGE,"A stunning three stone ring mount featuring two beautifully rare Argyle pink diamonds and a sparkling Argyle white diamond set double band. Crafted in 18ct rose and white gold.",REPLACE,1,REPLACE,"Engagement,, Pink Kimberley Diamonds, F, P - Pink, Round, VVS2, Engagement Rings, Rings, Rose Gold Metal, ","Kimberley Naya Ring",Rings,8043.15,https://samsgroup.info/pim-images/PKT-RDNVB0201.jpg,"18ct Rose & White Gold = 4.69gm<br>Round Brilliant Cut 1 = 0.54ct F/VVS2<br>RTARG 103954 GIA 6342124064<br>Pink Round Brilliant Cut 2 = 0.18ct 7PP/SIAV<br>Round Brilliant Cut 40 = 0.18ct  G/SI<br>",48995.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKT-RDNVB0201.jpg;https://samsgroup.info/pim-images/PKT-RDNVB0201_4.jpg;https://samsgroup.info/pim-images/PKT-RDNVB0201_5.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,F,deny,shopify,manual
PKT-RDSSB0901,kimberley-inala-ring-pkt-rdssb0901,MERGE,"The Inala ring showcases a gorgeous, round cut White Diamond, enhanced by the surrounding brilliant cut Argyle pink diamonds, set on a pave style band.",REPLACE,1,REPLACE,"Angel,trilogy, Pink Kimberley Diamonds, 6PP, PP - Purplish Pink, Round, SIAV, Angel, Rings, Rose Gold Metal, ","Kimberley Inala Ring",Rings,9332.22,https://samsgroup.info/pim-images/PKT-RDSSB0901.jpg,"18ct Rose & White Gold = 4.03gm<br>Pink Round Brilliant Cut 1 = 0.08ct 6PP/SIAV<br>Argyle certificate # 400593<br>Pink Round Brilliant Cut 1 = 0.08ct 6PP/SIAV<br>Argyle certificate # 430099<br>Round Brilliant Cut 1 = 0.90ct  G/SI2<br>RTARG 104616 GIA 6365091872<br>Baguette Cut 10 = 0.19ct F/VS<br>",69995.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKT-RDSSB0901.jpg;https://samsgroup.info/pim-images/PKT-RDSSB0901_4.jpg;https://samsgroup.info/pim-images/PKT-RDSSB0901_5.jpg;https://samsgroup.info/pim-images/PKT-RDSSB0901_6.jpg;https://samsgroup.info/pim-images/pk-box-cert.jpg,active,6PP,deny,shopify,manual
PKV-CRPNB0101,kimberley-christening-pin-pkv-crpnb0101,MERGE,"Christening brooch with a flexible pin fitting. pave set with natural Argyle pink diamonds with crucifix charm set with a single Argyle pink diamond and white diamonds. Crafted in 18ct gold.",REPLACE,1,REPLACE,"cross,classic,, Pink Kimberley Diamonds, LPC, PC - Pink Champagne, Round, SI, Various, Various, Rose Gold Metal, ","Kimberley Christening Pin",Various,842.12,https://samsgroup.info/pim-images/PKV-CRPNB0101.jpg,"18ct Rose & White Gold = 1.56gm<br>Pink Round Brilliant Cut 13 = 0.08ct LPC/SI<br>Pink Round Brilliant Cut 1 = 0.02ct 5P/PP SIAV<br>Round Brilliant Cut 5 = 0.08ct F/VS<br>",5495.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKV-CRPNB0101.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,LPC,deny,shopify,manual
PKV-EOMLHG04,pink-kimberley-end-of-mine-life-hourglass-pkv-eomlhg04,MERGE,"A unique homage to the closure of the Argyle mine, each hourglass has three carats of Argyle pink diamonds floating in our unique solution. The hourglasses sits on top of a custom stand that flashes pink and purple lights upwards through the diamonds, causing them to sparkle. Each Hourglass is limited in quantity and are numbered from 1 through to 15, making them an extremely rare centrepiece for your collection.",REPLACE,1,REPLACE,"Prestige,, Pink Kimberley Diamonds, FLP, P - Pink, Round, SI, Various, Various, ","Pink Kimberley End Of Mine Life Hourglass",Various,6153.85,https://samsgroup.info/pim-images/PKV-EOMLHG04.jpg,"Pink Kimberley End Of Mine Life Hourglass<br>Limited Edition No.4<br>Pink Round Brilliant Cut = 3.00ct FLP/SI<br>",34995.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKV-EOMLHG04.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,FLP,deny,shopify,manual
PKV-EOMLHG05,pink-kimberley-end-of-mine-life-hourglass-pkv-eomlhg05,MERGE,"A unique homage to the closure of the Argyle mine, each hourglass has three carats of Argyle pink diamonds floating in our unique solution. The hourglasses sits on top of a custom stand that flashes pink and purple lights upwards through the diamonds, causing them to sparkle. Each Hourglass is limited in quantity and are numbered from 1 through to 15, making them an extremely rare centrepiece for your collection.",REPLACE,1,REPLACE,"Prestige,, Pink Kimberley Diamonds, FLP, P - Pink, Round, SI, Various, Various, ","Pink Kimberley End Of Mine Life Hourglass",Various,6153.85,https://samsgroup.info/pim-images/PKV-EOMLHG05.jpg,"Pink Kimberley End Of Mine Life Hourglass<br>Limited Edition No.5<br>Pink Round Brilliant Cut = 3.00ct FLP/SI<br>",34995.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKV-EOMLHG05.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,FLP,deny,shopify,manual
PKV-EOMLHG06,pink-kimberley-end-of-mine-life-hourglass-pkv-eomlhg06,MERGE,"A unique homage to the closure of the Argyle mine, each hourglass has three carats of Argyle pink diamonds floating in our unique solution. The hourglasses sits on top of a custom stand that flashes pink and purple lights upwards through the diamonds, causing them to sparkle. Each Hourglass is limited in quantity and are numbered from 1 through to 15, making them an extremely rare centrepiece for your collection.",REPLACE,1,REPLACE,"Prestige,, Pink Kimberley Diamonds, FLP, P - Pink, Round, SI, Various, Various, ","Pink Kimberley End Of Mine Life Hourglass",Various,6153.85,https://samsgroup.info/pim-images/PKV-EOMLHG06.jpg,"Pink Kimberley End Of Mine Life Hourglass<br>Limited Edition No.6<br>Pink Round Brilliant Cut = 3.00ct FLP/SI<br>",34995.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKV-EOMLHG06.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,FLP,deny,shopify,manual
PKV-EOMLHG07,pink-kimberley-end-of-mine-life-hourglass-pkv-eomlhg07,MERGE,"A unique homage to the closure of the Argyle mine, each hourglass has three carats of Argyle pink diamonds floating in our unique solution. The hourglasses sits on top of a custom stand that flashes pink and purple lights upwards through the diamonds, causing them to sparkle. Each Hourglass is limited in quantity and are numbered from 1 through to 15, making them an extremely rare centrepiece for your collection.",REPLACE,1,REPLACE,"Prestige,, Pink Kimberley Diamonds, FLP, P - Pink, Round, SI, Various, Various, ","Pink Kimberley End Of Mine Life Hourglass",Various,6153.85,https://samsgroup.info/pim-images/PKV-EOMLHG07.jpg,"Pink Kimberley End Of Mine Life Hourglass<br>Limited Edition No.7<br>Pink Round Brilliant Cut = 3.00ct FLP/SI<br>",34995.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKV-EOMLHG07.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,FLP,deny,shopify,manual
PKV-EOMLHG09,pink-kimberley-end-of-mine-life-hourglass-pkv-eomlhg09,MERGE,"A unique homage to the closure of the Argyle mine, each hourglass has three carats of Argyle pink diamonds floating in our unique solution. The hourglasses sits on top of a custom stand that flashes pink and purple lights upwards through the diamonds, causing them to sparkle. Each Hourglass is limited in quantity and are numbered from 1 through to 15, making them an extremely rare centrepiece for your collection.",REPLACE,1,REPLACE,"Prestige,, Pink Kimberley Diamonds, FLP, P - Pink, Round, SI, Various, Various, ","Pink Kimberley End Of Mine Life Hourglass",Various,6153.85,https://samsgroup.info/pim-images/PKV-EOMLHG09.jpg,"Pink Kimberley End Of Mine Life Hourglass<br>Limited Edition No.9<br>Pink Round Brilliant Cut = 3.00ct FLP/SI<br>",34995.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKV-EOMLHG09.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,FLP,deny,shopify,manual
PKV-EOMLHG10,pink-kimberley-end-of-mine-life-hourglass-pkv-eomlhg10,MERGE,"A unique homage to the closure of the Argyle mine, each hourglass has three carats of Argyle pink diamonds floating in our unique solution. The hourglasses sits on top of a custom stand that flashes pink and purple lights upwards through the diamonds, causing them to sparkle. Each Hourglass is limited in quantity and are numbered from 1 through to 15, making them an extremely rare centrepiece for your collection.",REPLACE,1,REPLACE,"Prestige,, Pink Kimberley Diamonds, FLP, P - Pink, Round, SI, Various, Various, ","Pink Kimberley End Of Mine Life Hourglass",Various,6153.85,https://samsgroup.info/pim-images/PKV-EOMLHG10.jpg,"Pink Kimberley End Of Mine Life Hourglass<br>Limited Edition No.10<br>Pink Round Brilliant Cut = 3.00ct FLP/SI<br>",34995.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKV-EOMLHG10.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,FLP,deny,shopify,manual
PKV-EOMLHG11,pink-kimberley-end-of-mine-life-hourglass-pkv-eomlhg11,MERGE,"A unique homage to the closure of the Argyle mine, each hourglass has three carats of Argyle pink diamonds floating in our unique solution. The hourglasses sits on top of a custom stand that flashes pink and purple lights upwards through the diamonds, causing them to sparkle. Each Hourglass is limited in quantity and are numbered from 1 through to 15, making them an extremely rare centrepiece for your collection.",REPLACE,1,REPLACE,"Prestige,, Pink Kimberley Diamonds, FLP, P - Pink, Round, SI, Various, Various, ","Pink Kimberley End Of Mine Life Hourglass",Various,6153.85,https://samsgroup.info/pim-images/PKV-EOMLHG11.jpg,"Pink Kimberley End Of Mine Life Hourglass<br>Limited Edition No.11<br>Pink Round Brilliant Cut = 3.00ct FLP/SI<br>",34995.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKV-EOMLHG11.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,FLP,deny,shopify,manual
PKV-EOMLHG12,pink-kimberley-end-of-mine-life-hourglass-pkv-eomlhg12,MERGE,"A unique homage to the closure of the Argyle mine, each hourglass has three carats of Argyle pink diamonds floating in our unique solution. The hourglasses sits on top of a custom stand that flashes pink and purple lights upwards through the diamonds, causing them to sparkle. Each Hourglass is limited in quantity and are numbered from 1 through to 15, making them an extremely rare centrepiece for your collection.",REPLACE,1,REPLACE,"Prestige,, Pink Kimberley Diamonds, FLP, P - Pink, Round, SI, Various, Various, ","Pink Kimberley End Of Mine Life Hourglass",Various,6153.85,https://samsgroup.info/pim-images/PKV-EOMLHG12.jpg,"Pink Kimberley End Of Mine Life Hourglass<br>Limited Edition No.12<br>Pink Round Brilliant Cut = 3.00ct FLP/SI<br>",34995.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKV-EOMLHG12.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,FLP,deny,shopify,manual
PKV-EOMLHG14,pink-kimberley-end-of-mine-life-hourglass-pkv-eomlhg14,MERGE,"A unique homage to the closure of the Argyle mine, each hourglass has three carats of Argyle pink diamonds floating in our unique solution. The hourglasses sits on top of a custom stand that flashes pink and purple lights upwards through the diamonds, causing them to sparkle. Each Hourglass is limited in quantity and are numbered from 1 through to 15, making them an extremely rare centrepiece for your collection.",REPLACE,1,REPLACE,"Prestige,, Pink Kimberley Diamonds, FLP, P - Pink, Round, SI, Various, Various, ","Pink Kimberley End Of Mine Life Hourglass",Various,6153.85,https://samsgroup.info/pim-images/PKV-EOMLHG14.jpg,"Pink Kimberley End Of Mine Life Hourglass<br>Limited Edition No.14<br>Pink Round Brilliant Cut = 3.00ct FLP/SI<br>",34995.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKV-EOMLHG14.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,FLP,deny,shopify,manual
PKV-EOMLHG15,pink-kimberley-end-of-mine-life-hourglass-pkv-eomlhg15,MERGE,"A unique homage to the closure of the Argyle mine, each hourglass has three carats of Argyle pink diamonds floating in our unique solution. The hourglasses sits on top of a custom stand that flashes pink and purple lights upwards through the diamonds, causing them to sparkle. Each Hourglass is limited in quantity and are numbered from 1 through to 15, making them an extremely rare centrepiece for your collection.",REPLACE,1,REPLACE,"Prestige,, Pink Kimberley Diamonds, FLP, P - Pink, Round, SI, Various, Various, ","Pink Kimberley End Of Mine Life Hourglass",Various,6153.85,https://samsgroup.info/pim-images/PKV-EOMLHG15.jpg,"Pink Kimberley End Of Mine Life Hourglass<br>Limited Edition No.15<br>Pink Round Brilliant Cut = 3.00ct FLP/SI<br>",34995.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKV-EOMLHG15.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,FLP,deny,shopify,manual
PKV-RDCLB0302,kimberley-jaconi-cufflinks-pkv-rdclb0302,MERGE,"This pair of 18ct rose and white gold, cufflinks feature Australian pink diamonds is a statement piece of fine craftsmanship.",REPLACE,1,REPLACE,"halo,classic,, Pink Kimberley Diamonds, 6P, P - Pink, Round, SIAV, Various, Various, Rose Gold Metal, ","Kimberley Jaconi Cufflinks",Various,3390.63,https://samsgroup.info/pim-images/PKV-RDCLB0302.jpg,"18ct Rose & White Gold Various = 9.20gm<br>Pink Round Brilliant Cut 2 = 0.10ct 6P/SIAV<br>Round Brilliant Cut 72 = 0.33ct F/VS<br>",20995.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKV-RDCLB0302.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,6P,deny,shopify,manual
PKW-RDAPB0101,kimberley-isadora-ring-pkw-rdapb0101,MERGE,"This beautiful band design showcases a striking arrangement of Argyle pink diamonds and sparkling white diamonds, crafted in the finest quality 18ct rose and white gold.
",REPLACE,4,REPLACE,"Unity, band, stacker
, Pink Kimberley Diamonds, FLP, P - Pink, Round, SIAV, Unity, Rings, Rose Gold Metal, ","Kimberley Isadora Ring",Rings,843.31,https://samsgroup.info/pim-images/PKW-RDAPB0101.jpg,"18ct Rose & White Gold = 2.88gm<br>Pink Round Brilliant Cut 3 = 0.03ct FLP/SIAV<br>Baguette Cut 4 = 0.16ct F/VS<br>",3995.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKW-RDAPB0101.jpg;https://samsgroup.info/pim-images/PKW-RDAPB0101_4.jpg;https://samsgroup.info/pim-images/PKW-RDAPB0101_5.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,FLP,deny,shopify,manual
PKW-RDAPB0201,kimberley-magdalena-ring-pkw-rdapb0201,MERGE,"This beautiful band design showcases a striking arrangement of Argyle pink diamonds and sparkling white diamonds, crafted in the finest quality 18ct rose and white gold.
",REPLACE,4,REPLACE,"Unity, band, stacker
, Pink Kimberley Diamonds, FLP, P - Pink, Round, SIAV, Unity, Rings, Rose Gold Metal, ","Kimberley Magdalena Ring",Rings,908.16,https://samsgroup.info/pim-images/PKW-RDAPB0201.jpg,"18ct Rose & White Gold = 2.78gm<br>Pink Round Brilliant Cut 5 = 0.06ct FLP/SIAV<br>Round Brilliant Cut 21 = 0.17ct F/VS<br>",4495.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKW-RDAPB0201.jpg;https://samsgroup.info/pim-images/PKW-RDAPB0201_4.jpg;https://samsgroup.info/pim-images/PKW-RDAPB0201_5.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,FLP,deny,shopify,manual
PKW-RDAPB0301,kimberley-marisol-ring-pkw-rdapb0301,MERGE,"This beautiful band design showcases a striking arrangement of Argyle pink diamonds and sparkling white diamonds, crafted in the finest quality 18ct rose and white gold.
",REPLACE,4,REPLACE,"Unity,, Pink Kimberley Diamonds, FLP, P - Pink, Round, SIAV, Unity, Rings, Rose Gold Metal, ","Kimberley Marisol Ring",Rings,1226.62,https://samsgroup.info/pim-images/PKW-RDAPB0301.jpg,"18ct Rose & White Gold = 3.65gm<br>Pink Round Brilliant Cut 5 = 0.06ct FLP/SIAV<br>Baguette Cut 4 = 0.15ct F/VS<br>Fancy Cut 5 = 0.18ct F/VS<br>",5995.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKW-RDAPB0301.jpg;https://samsgroup.info/pim-images/PKW-RDAPB0301_4.jpg;https://samsgroup.info/pim-images/PKW-RDAPB0301_5.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,FLP,deny,shopify,manual
PKW-RDAPB0401,kimberley-ophelia-ring-pkw-rdapb0401,MERGE,"The Ophelia Ring features a delicate cluster of Australian sapphires in a floral arrangement. This unique design showcases the beautiful colour spectrum of Australian sapphires.
",REPLACE,2,REPLACE,"Unity, band, stacker
, Pink Kimberley Diamonds, FLP, P - Pink, Round, SIAV, Unity, Rings, Rose Gold Metal, ","Kimberley Ophelia Ring",Rings,1095.88,https://samsgroup.info/pim-images/PKW-RDAPB0401.jpg,"18ct Rose & White Gold = 3.58gm<br>Pink Round Brilliant Cut 5 = 0.08ct FLP/SIAV<br>Baguette Cut 6 = 0.23ct F/VS<br>",5495.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKW-RDAPB0401.jpg;https://samsgroup.info/pim-images/PKW-RDAPB0401_4.jpg;https://samsgroup.info/pim-images/PKW-RDAPB0401_5.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,FLP,deny,shopify,manual
PKW-RDAPB0501,kimberley-rosamund-ring-pkw-rdapb0501,MERGE,"This beautiful band design showcases a striking arrangement of Argyle pink diamonds and sparkling white diamonds, crafted in the finest quality 18ct rose and white gold.
",REPLACE,2,REPLACE,"Unity, band, stacker
, Pink Kimberley Diamonds, FLP, P - Pink, Round, SIAV, Unity, Rings, Rose Gold Metal, ","Kimberley Rosamund Ring",Rings,2242.52,https://samsgroup.info/pim-images/PKW-RDAPB0501.jpg,"18ct Rose & White Gold = 3.80gm<br>Pink Round Brilliant Cut 7 = 0.10ct FLP/SIAV<br>Marquise Cut 8 = 0.70ct F/VS<br>",10495.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKW-RDAPB0501.jpg;https://samsgroup.info/pim-images/PKW-RDAPB0501_4.jpg;https://samsgroup.info/pim-images/PKW-RDAPB0501_5.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,FLP,deny,shopify,manual
PKW-RDBCB0101,kimberley-callie-ring-pkw-rdbcb0101,MERGE,"Adorn your hand with sophistication and charm wearing this exquisite white gold ring. Channel set with a mesmerizing combination of white diamonds and rare Argyle pink diamonds, it exudes a delicate balance of elegance and allure.",REPLACE,1,REPLACE,"wedding,Unity,stackable,, Pink Kimberley Diamonds, 6P, P - Pink, Round, SIAV, Unity, Rings, Rose Gold Metal, ","Kimberley Callie Ring",Rings,2132.54,https://samsgroup.info/pim-images/PKW-RDBCB0101.jpg,"18ct Rose & White Gold = 3.67gm<br>Pink Round Brilliant Cut 4 = 0.08ct 6P/SIAV<br>Baguette Cut 5 = 0.28ct F/VS<br>",11495.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKW-RDBCB0101.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,6P,deny,shopify,manual
PKW-RDBCB0201,kimberley-greta-ring-pkw-rdbcb0201,MERGE,"This gorgeous ring is delicate and unique, featuring stunning channel set white and argyle pink diamonds. This makes the perfect wedding band or stacker ring!
",REPLACE,1,REPLACE,"Unity,, Pink Kimberley Diamonds, 6PP, PP - Purplish Pink, Round, SIAV, Unity, Rings, Rose Gold Metal, ","Kimberley Greta Ring",Rings,1751.42,https://samsgroup.info/pim-images/PKW-RDBCB0201.jpg,"18ct Rose & White Gold = 2.40gm<br>Pink Round Brilliant Cut 6 = 0.07ct 6PP/SIAV<br>Baguette Cut 5 = 0.25ct F/VS<br>",9995.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKW-RDBCB0201.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,6PP,deny,shopify,manual
PKW-RDBPB0101,kimberley-mallory-ring-pkw-rdbpb0101,MERGE,"Luxurious and beautiful, the Mallory ring features two rows of exquisite Argyle pink diamonds surrounding a row of white diamonds.

",REPLACE,2,REPLACE,"Unity,, Pink Kimberley Diamonds, FLP, P - Pink, Round, SIAV, Unity, Rings, Rose Gold Metal, ","Kimberley Mallory Ring",Rings,4342.34,https://samsgroup.info/pim-images/PKW-RDBPB0101.jpg,"18ct Rose & White Gold = 7.06gm<br>Pink Round Brilliant Cut 38 = 0.46ct FLP/SIAV<br>Round Brilliant Cut 11 = 1.03ct F/VS<br>",20495.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKW-RDBPB0101.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,FLP,deny,shopify,manual
PKW-RDBSB0201,kimberley-daria-ring-pkw-rdbsb0201,MERGE,"The Daria ring features a unique arrangement of bezel set pink and white diamonds, creating a chi?, effortless accessory to add a pop of sparkle to your look!
",REPLACE,1,REPLACE,"band,stackable
, Pink Kimberley Diamonds, FLP, P - Pink, Round, SIAV, Unity, Rings, Rose Gold Metal, ","Kimberley Daria Ring",Rings,959.65,https://samsgroup.info/pim-images/PKW-RDBSB0201.jpg,"18ct Rose & White Gold = 2.84gm<br>Pink Round Brilliant Cut 6 = 0.08ct FLP/SIAV<br>Round Brilliant Cut 5 = 0.17ct F/VS<br>",4495.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKW-RDBSB0201.jpg;https://samsgroup.info/pim-images/PKW-RDBSB0201_4.jpg;https://samsgroup.info/pim-images/PKW-RDBSB0201_5.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,FLP,deny,shopify,manual
PKW-RDBSB0301,kimberley-annabelle-ring-pkw-rdbsb0301,MERGE,"Embrace the captivating allure of this intertwining ring, where two bands elegantly entwine, one adorned with shimmering white diamonds and the other adorned with rare Argyle pink diamonds. This exquisite design harmoniously combines the timeless beauty of white diamonds with the unique charm of Argyle pink diamonds.",REPLACE,5,REPLACE,"PK-set,Unity,stackable,,pk christmas
, Pink Kimberley Diamonds, FLP, P - Pink, Round, SIAV, Unity, Rings, Rose Gold Metal, ","Kimberley Annabelle Ring",Rings,930.57,https://samsgroup.info/pim-images/PKW-RDBSB0301.jpg,"18ct Rose & White Gold = 2.35gm<br>Pink Round Brilliant Cut 20 = 0.13ct FLP/SIAV<br>Round Brilliant Cut 20 = 0.12ct F/VS<br>",4495.00,MERGE,"Pink Kimberley Diamonds",https://samsgroup.info/pim-images/PKW-RDBSB0301.jpg;https://samsgroup.info/pim-images/pk-box.jpg,active,FLP,deny,shopify,manual
